time operation sell_price hold_day buy_price buy_date
20150109 sell 7.6 4 8.16 20150105
20150402 sell 7.35 14 7.2 20150313
20150424 sell 7.89 13 7.61 20150407
20150529 sell 7.39 2 7.83 20150527
20150619 sell 7.44 12 7.89 20150603
20150723 sell 9.42 7 9.97 20150714
20151126 sell 7.58 13 6.8 20151105
20160407 sell 5.96 14 6.0 20160317
20160408 sell 5.97 15 6.0 20160317
20160411 sell 6.03 16 6.0 20160317
20160418 sell 6.03 2 6.12 20160414
20160726 sell 5.9 15 5.75 20160705
20160825 sell 6.34 10 6.23 20160811
20161103 sell 6.01 7 6.17 20161025
20161205 sell 6.72 18 6.13 20161109
20170207 sell 6.8 18 6.79 20170105
20170224 sell 6.95 7 7.05 20170215
20170707 sell 6.21 11 6.17 20170622
20170710 sell 6.2 12 6.17 20170622
20170727 sell 6.65 11 6.43 20170712
20170912 sell 6.45 5 6.61 20170905
20180202 sell 7.42 21 6.39 20180104
20180207 sell 7.75 1 8.01 20180206
20180208 sell 7.25 2 8.01 20180206
20180209 sell 6.9 3 8.01 20180206
20180212 sell 6.71 4 8.01 20180206
20180213 sell 6.81 5 8.01 20180206
20180214 sell 6.74 6 8.01 20180206
20180525 sell 6.63 12 6.63 20180509
20180803 sell 5.85 3 6.27 20180731
20180906 sell 5.87 2 6.04 20180904
20181011 sell 5.74 6 6.04 20180926
20181012 sell 5.75 7 6.04 20180926
20181109 sell 5.69 8 5.91 20181030
20190311 sell 6.34 24 5.64 20190129
20190312 sell 6.37 25 5.64 20190129
20190412 sell 6.32 4 6.56 20190408
20190422 sell 6.41 3 6.63 20190417
