time operation sell_price hold_day buy_price buy_date
20150312 sell 49.12 13 45.84 20150216
20150410 sell 56.9 5 59.84 20150402
20150505 sell 58.39 3 61.19 20150429
20150518 sell 62.5 3 63.13 20150513
20150616 sell 72.87 16 63.13 20150513
20150819 sell 58.48 6 65.7 20150811
20150930 sell 60.01 5 59.01 20150923
20151008 sell 60.68 6 59.01 20150923
20151103 sell 65.49 15 60.46 20151013
20151105 sell 67.3 17 60.46 20151013
20151111 sell 68.8 2 71.6 20151109
20151116 sell 69.49 2 70.6 20151112
20160104 sell 58.76 1 64.4 20151231
20160411 sell 57.83 15 56.95 20160318
20160426 sell 62.03 6 60.02 20160418
20160506 sell 61.2 1 63.47 20160505
20160613 sell 57.44 2 61.26 20160607
20160722 sell 61.5 22 60.92 20160622
20170313 sell 49.84 11 50.22 20170224
20170419 sell 51.26 6 53.01 20170411
20170420 sell 51.95 7 53.01 20170411
20170623 sell 50.6 12 50.5 20170607
20170628 sell 50.56 1 51.47 20170627
20170920 sell 61.82 9 49.57 20170907
20170922 sell 62.32 11 49.57 20170907
20171115 sell 63.96 2 70.1 20171113
20171127 sell 63.63 4 72.3 20171121
20180117 sell 63.75 11 65.85 20180102
20180129 sell 62.9 4 66.81 20180123
20180320 sell 62.8 11 65.12 20180305
20180905 sell 42.5 7 45.01 20180827
20181011 sell 42.82 9 45.95 20180920
20181030 sell 46.53 4 48.77 20181024
20181031 sell 46.79 5 48.77 20181024
20181127 sell 57.25 12 50.0 20181109
20181128 sell 57.65 13 50.0 20181109
20181129 sell 57.65 14 50.0 20181109
20181130 sell 57.0 15 50.0 20181109
20181206 sell 55.35 1 57.93 20181205
20190308 sell 51.12 14 52.45 20190218
20190328 sell 52.77 8 55.66 20190318
20190426 sell 55.36 7 62.4 20190417
