time operation sell_price hold_day buy_price buy_date
20150112 sell 12.3 5 14.64 20150105
20150504 sell 19.41 38 13.04 20150217
20150529 sell 23.12 11 21.95 20150514
20150615 sell 26.09 4 28.0 20150609
20151127 sell 15.29 23 13.95 20151027
20151209 sell 17.35 2 17.56 20151207
20160229 sell 13.66 6 14.62 20160219
20160301 sell 13.68 7 14.62 20160219
20160329 sell 14.65 10 14.98 20160315
20160413 sell 16.01 7 15.78 20160401
20160510 sell 16.45 3 17.48 20160505
20160511 sell 16.85 4 17.48 20160505
20160613 sell 16.56 7 17.47 20160531
20160823 sell 7.73 10 8.45 20160809
20160919 sell 8.16 7 8.1 20160906
20160920 sell 8.04 8 8.1 20160906
20160921 sell 7.96 9 8.1 20160906
20161021 sell 9.36 8 9.68 20161011
20161025 sell 9.66 1 9.71 20161024
20161214 sell 10.06 1 9.71 20161129
20170313 sell 9.82 10 10.09 20170227
20170920 sell 6.85 7 6.39 20170911
20180126 sell 7.55 18 6.35 20171228
20180129 sell 7.79 19 6.35 20171228
20180320 sell 7.08 13 7.25 20180301
20180418 sell 7.14 5 7.52 20180411
20180419 sell 7.12 6 7.52 20180411
20180420 sell 6.85 7 7.52 20180411
20180423 sell 6.85 8 7.52 20180411
20180424 sell 7.12 9 7.52 20180411
20180522 sell 7.55 12 7.62 20180504
20180612 sell 7.82 3 7.88 20180607
20180906 sell 5.99 6 6.23 20180829
20180907 sell 6.21 7 6.23 20180829
20180910 sell 6.34 8 6.23 20180829
20180927 sell 6.09 4 6.42 20180920
20181127 sell 6.37 15 6.12 20181106
20181128 sell 6.64 16 6.12 20181106
20190326 sell 8.76 33 6.23 20190131
20190327 sell 8.92 34 6.23 20190131
20190411 sell 9.87 6 9.88 20190402
