time operation sell_price hold_day buy_price buy_date
20151112 sell 51.1 21 38.12 20151014
20160420 sell 27.98 13 28.61 20160331
20160421 sell 27.14 14 28.61 20160331
20160422 sell 27.7 15 28.61 20160331
20161122 sell 27.06 9 27.88 20161109
20170313 sell 22.37 12 22.25 20170223
20170317 sell 21.95 16 22.25 20170223
20171127 sell 25.59 2 26.96 20171123
20171218 sell 31.67 2 30.03 20171214
20171222 sell 30.45 2 32.09 20171220
20180201 sell 30.33 5 33.46 20180125
20180314 sell 38.0 12 37.11 20180226
20180528 sell 42.89 13 39.95 20180509
20180529 sell 41.34 14 39.95 20180509
20180530 sell 40.69 15 39.95 20180509
20180531 sell 43.2 16 39.95 20180509
20180727 sell 41.79 11 43.16 20180712
20181127 sell 34.32 10 36.83 20181113
20181128 sell 36.1 11 36.83 20181113
20181217 sell 38.7 9 36.97 20181204
20190325 sell 45.82 24 37.76 20190219
20190326 sell 44.0 25 37.76 20190219
20190327 sell 44.77 26 37.76 20190219
