time operation sell_price hold_day buy_price buy_date
20150203 sell 13.09 7 13.32 20150123
20150204 sell 12.83 8 13.32 20150123
20150323 sell 15.24 15 14.32 20150302
20150512 sell 25.88 26 16.11 20150324
20150522 sell 24.66 7 25.55 20150513
20150528 sell 25.01 2 27.29 20150526
20150619 sell 24.72 6 29.65 20150611
20160302 sell 12.78 3 14.27 20160226
20160418 sell 12.27 9 12.73 20160405
20160802 sell 9.44 5 9.6 20160726
20160803 sell 9.32 6 9.6 20160726
20160804 sell 9.33 7 9.6 20160726
20160805 sell 9.18 8 9.6 20160726
20160902 sell 9.32 8 9.98 20160823
20160919 sell 9.6 2 9.78 20160913
20170209 sell 9.17 18 8.78 20170109
20170215 sell 9.15 3 9.36 20170210
20170308 sell 9.75 12 9.69 20170220
20170317 sell 10.02 2 10.37 20170315
20170608 sell 7.52 6 9.67 20170531
20170609 sell 7.41 7 9.67 20170531
20170920 sell 8.51 14 7.84 20170831
20170922 sell 8.47 1 8.43 20170921
20171103 sell 8.5 9 8.61 20171023
20171117 sell 8.95 8 9.25 20171107
20171120 sell 9.12 9 9.25 20171107
20180323 sell 7.39 8 7.84 20180313
20180326 sell 7.28 9 7.84 20180313
20180327 sell 7.52 10 7.84 20180313
20180328 sell 7.16 11 7.84 20180313
20180329 sell 7.26 12 7.84 20180313
20180528 sell 6.83 4 7.44 20180522
20180806 sell 6.04 4 6.25 20180731
20180807 sell 6.06 5 6.25 20180731
20180808 sell 6.15 6 6.25 20180731
20180817 sell 6.82 4 6.76 20180813
20190201 sell 4.34 10 4.41 20190118
20190301 sell 4.95 12 4.69 20190213
20190419 sell 5.67 13 5.3 20190401
