time operation sell_price hold_day buy_price buy_date
20150108 sell 8.66 3 9.36 20150105
20150507 sell 10.14 34 8.23 20150318
20150508 sell 10.78 35 8.23 20150318
20150528 sell 11.03 1 12.09 20150527
20150611 sell 11.93 6 11.79 20150603
20150616 sell 12.02 2 12.74 20150612
20151118 sell 9.39 9 9.7 20151105
20160407 sell 7.85 16 7.81 20160315
20160711 sell 7.09 7 7.52 20160630
20160712 sell 7.2 8 7.52 20160630
20160829 sell 7.19 7 7.32 20160818
20160830 sell 7.2 8 7.32 20160818
20161207 sell 7.5 14 7.2 20161117
20161208 sell 7.39 15 7.2 20161117
20170309 sell 7.76 27 7.27 20170124
20170523 sell 7.66 4 7.89 20170517
20170531 sell 7.79 1 7.95 20170526
20170615 sell 7.89 10 7.9 20170601
20180202 sell 6.09 3 6.6 20180130
20180205 sell 6.09 4 6.6 20180130
20180322 sell 6.73 13 6.49 20180305
20180528 sell 6.7 8 6.62 20180516
20180806 sell 7.41 18 6.98 20180711
20180831 sell 7.02 3 7.31 20180828
20180903 sell 7.28 4 7.31 20180828
20180906 sell 7.21 2 7.31 20180904
20180907 sell 7.08 3 7.31 20180904
20180910 sell 7.03 4 7.31 20180904
20180911 sell 7.22 5 7.31 20180904
20180912 sell 7.29 6 7.31 20180904
20181009 sell 7.2 7 7.58 20180920
20181127 sell 6.77 3 6.8 20181122
20181128 sell 6.75 4 6.8 20181122
20181217 sell 7.23 9 7.26 20181204
20190313 sell 6.8 6 7.31 20190305
