time operation sell_price hold_day buy_price buy_date
20150107 sell 15.48 2 16.02 20150105
20150416 sell 17.0 23 14.99 20150313
20150529 sell 15.32 3 16.62 20150526
20150601 sell 15.9 4 16.62 20150526
20150616 sell 15.64 6 17.29 20150608
20151103 sell 11.05 7 11.47 20151023
20151124 sell 12.28 13 12.07 20151105
20151229 sell 12.09 6 12.51 20151221
20151230 sell 12.1 7 12.51 20151221
20160408 sell 10.57 14 10.54 20160318
20160412 sell 10.67 1 10.72 20160411
20160420 sell 10.52 5 10.81 20160413
20160616 sell 8.57 4 10.5 20160608
20160829 sell 9.42 12 9.22 20160811
20161207 sell 9.48 16 9.23 20161115
20170301 sell 9.49 19 9.33 20170126
20170616 sell 9.02 11 9.19 20170601
20170727 sell 10.59 27 9.12 20170620
20170728 sell 10.74 28 9.12 20170620
20170913 sell 11.43 13 11.11 20170825
20170914 sell 11.32 14 11.11 20170825
20171023 sell 11.19 7 11.55 20171012
20171127 sell 13.93 13 12.13 20171108
20171227 sell 13.29 1 13.66 20171226
20180103 sell 13.33 1 13.7 20180102
20180129 sell 13.74 10 14.2 20180115
20180906 sell 9.97 9 10.03 20180824
20180907 sell 10.01 10 10.03 20180824
20181011 sell 9.86 8 10.67 20180921
20181012 sell 10.3 9 10.67 20180921
20181015 sell 10.11 10 10.67 20180921
20181101 sell 10.83 6 11.04 20181024
20181105 sell 10.92 1 11.09 20181102
20190311 sell 12.32 33 10.48 20190116
20190425 sell 14.13 16 13.36 20190402
20190426 sell 13.79 17 13.36 20190402
20190429 sell 14.1 18 13.36 20190402
20190430 sell 13.85 19 13.36 20190402
20190506 sell 12.87 20 13.36 20190402
