time operation sell_price hold_day buy_price buy_date
20150113 sell 13.07 6 14.91 20150105
20150428 sell 14.19 26 13.14 20150320
20150615 sell 14.95 15 15.02 20150525
20150728 sell 14.62 9 14.71 20150715
20150818 sell 14.22 5 15.57 20150811
20150819 sell 14.5 6 15.57 20150811
20151117 sell 14.0 15 13.69 20151027
20151127 sell 14.26 7 14.67 20151118
20151214 sell 20.08 9 16.58 20151201
20160706 sell 19.8 16 16.58 20151201
20160825 sell 23.54 12 21.97 20160809
20161018 sell 26.0 5 26.23 20161011
20161129 sell 26.16 13 26.56 20161110
20170330 sell 20.53 10 21.27 20170316
20170707 sell 24.66 24 21.26 20170531
20170920 sell 28.73 10 23.8 20170906
20170922 sell 27.81 12 23.8 20170906
20171107 sell 27.85 7 27.5 20171027
20171127 sell 31.52 6 28.9 20171117
20171128 sell 30.75 7 28.9 20171117
20171129 sell 33.82 8 28.9 20171117
20171130 sell 31.22 9 28.9 20171117
20171201 sell 30.73 10 28.9 20171117
20171204 sell 30.85 11 28.9 20171117
20180129 sell 38.57 22 30.79 20171227
20180906 sell 22.81 6 23.91 20180829
20181008 sell 22.05 6 24.01 20180920
20181127 sell 24.95 19 24.23 20181031
20181217 sell 26.52 2 27.1 20181213
20190219 sell 27.03 21 25.02 20190114
20190308 sell 27.4 9 28.39 20190225
20190325 sell 28.16 3 29.53 20190320
20190326 sell 28.29 4 29.53 20190320
20190415 sell 30.94 9 32.07 20190401
