date,close,high,open,low,vol,settle,amount,percent,close_EMA_5,close_EMA_7,close_EMA_14,close_EMA_21,close_EMA_3,close_EMA_15,close_EMA_30,close_EMA_45,close_EMA_25,close_EMA_50,close_EMA_75,close_EMA_10,close_EMA_20,close_EMA_40,close_EMA_80,close_EMA_5_3,close_EMA_10_3,close_EMA_20_3,close_EMA_40_3,close_EMA_80_3,close_EMA_5_-3,close_EMA_10_-3,close_EMA_20_-3,close_EMA_40_-3,close_EMA_80_-3,close_shift_4,BIAS_5,BIAS_50,CCI,K,D,J,WR,RSI_6,RSI_12,ROC_6,ROC_12,RSI_24,Dea,MACD,close_EMA_26,close_EMA_12,close_MA_5,close_MA_10,close_MA_20,close_MA_30,Klength,KUpperlength,KLowerlength,MeanAmplitude,close_MA_5#close_MA_20#1&cross,close_MA_5#close_MA_10#0&cross,close_MA_10#close_MA_20#1&cross,close_MA_10#close_MA_10#0&cross,close_MA_5#close_MA_20#0&cross
20050104,6.52,6.59,6.59,6.46,1.76e-08,6.59,1.1465599999999999e-05,-1.062215478,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.7155999999999985,6.7155999999999985,6.7155999999999985,6.7155999999999985,6.7155999999999985,6.3244,6.3244,6.3244,6.3244,6.3244,,,,,,,,,,,,,,0.0,0.0,6.52,6.52,,,,,-0.07000000000000027,0.0,0.05999999999999961,,0.0,0.0,0.0,0.0,0.0
20050105,6.46,6.55,6.52,6.35,3.2200000000000004e-08,6.52,2.0718600000000002e-05,-0.9202453988,6.5,6.505,6.5120000000000005,6.514545454545453,6.49,6.5125,6.516129032258062,6.517391304347826,6.5153846153846136,6.5176470588235285,6.518421052631577,6.509090909090909,6.514285714285713,6.517073170731707,6.518518518518517,6.695,6.704363636363636,6.709714285714285,6.712585365853657,6.714074074074073,6.305,6.313818181818181,6.3188571428571425,6.321560975609756,6.322962962962961,,,,,,,,,,,,,,-0.0009572649572648472,-0.007658119658118778,6.5155555555555535,6.510769230769231,,,,,-0.05999999999999961,0.03000000000000025,0.11000000000000032,,0.0,0.0,0.0,0.0,0.0
20050106,6.52,6.59,6.5,6.45,2.67e-08,6.46,1.73338e-05,0.9287925697,6.506666666666668,6.50875,6.513066666666666,6.515041322314048,6.505,6.5134375,6.5163787721123825,6.517504725897921,6.515739644970412,6.517739331026528,6.518462603878117,6.511074380165289,6.5148299319727885,6.517215942891136,6.518555098308183,6.7018666666666675,6.706406611570247,6.710274829931973,6.71273242117787,6.714111751257428,6.311466666666668,6.3157421487603305,6.319385034013605,6.321699464604403,6.3229984453589365,,,,,,,,,,,,,,-0.0015048968758365788,-0.004381055348573852,6.515884773662551,6.512189349112427,,,,,0.01999999999999957,0.07000000000000027,0.049999999999999815,,0.0,0.0,0.0,0.0,0.0
20050107,6.51,6.6,6.58,6.46,1.89e-08,6.52,1.23029e-05,-0.1533742331,6.507777777777778,6.5090625000000015,6.512657777777778,6.5145830202855,6.5075,6.5130078125,6.515967238427713,6.517178433467578,6.515298133818844,6.517435827849018,6.5182399037760606,6.510879038317055,6.51436993845157,6.516863945676935,6.518343861312919,6.703011111111113,6.706205409466566,6.709801036605118,6.7123698640472425,6.713894177152307,6.312544444444447,6.315552667167543,6.318938840298022,6.3213580273066245,6.322793545473531,,,,,,,,,,,,,,-0.0019231851667309808,-0.0033463063271552186,6.515448864502362,6.511852526172054,,,,,-0.07000000000000027,0.01999999999999957,0.049999999999999815,,0.0,0.0,0.0,0.0,0.0
20050110,6.59,6.59,6.51,6.37,2.63e-08,6.51,1.71115e-05,1.2288786482,6.535185185185185,6.529296875000001,6.522970074074075,6.521439109350452,6.54875,6.5226318359374975,6.5207435456259235,6.520344588534202,6.521044431217394,6.520281481658857,6.520128327360902,6.525264667713954,6.521572801456183,6.520431558082937,6.520113148687908,6.73124074074074,6.721022607745372,6.717219985499868,6.716044504825428,6.715716543148545,6.339129629629627,6.329506727682536,6.325925617412497,6.32481861134045,6.32450975422727,6.52,1.0736196319018587,,,,,,,,,,,,-0.0009577394098340108,0.007723566055175763,6.520971170835521,6.523875214453275,6.519999999999999,,,,0.08000000000000007,0.0,0.13999999999999968,,0.0,0.0,0.0,0.0,0.0
20050112,6.53,6.61,6.6,6.47,1.6399999999999998e-08,6.59,1.06726e-05,-0.9104704097,6.533456790123457,6.529472656250001,6.5239073975308655,6.522217372136778,6.539375,6.5235528564453125,6.5213407362307025,6.520764389032714,6.5217333211237465,6.520662600025179,6.520388108219825,6.526125637220508,6.5223753917936875,6.520898311347184,6.520357268473393,6.729460493827161,6.7219094063371205,6.718046653547499,6.716525260687601,6.715967986527595,6.337453086419753,6.3303418681038925,6.326704130039878,6.325271362006768,6.3247465504191895,6.46,0.12266176019625892,,,,,,,51.851851851851976,,,,,-0.00013068829648359243,0.006616408906803347,6.521639972995852,6.524817489152771,6.522,,,,-0.0699999999999994,0.010000000000000677,0.0600000000000005,,0.0,0.0,0.0,0.0,0.0
20050113,6.57,6.6,6.53,6.5,1.6e-08,6.53,1.0504600000000001e-05,0.6125574273,6.545637860082303,6.539604492187501,6.5300530778600825,6.526561247397069,6.5546875,6.529358749389647,6.524480043570657,6.5229050677704254,6.525446142575769,6.522597400024193,6.521693684319303,6.534102794089506,6.526911068765718,6.523293515671713,6.521583014930839,6.742006995884774,6.730125877912191,6.722718400828692,6.7189923211418625,6.717230505378764,6.3492687242798365,6.338079710266823,6.3311037367027465,6.327594710201563,6.325935524482912,6.52,0.39731051344744334,,,,,,,72.00000000000014,,0.7668711656441827,,,0.0012047388526825401,0.01068341719332906,6.525222197218382,6.531768644667728,6.544,,,,0.040000000000000036,0.029999999999999364,0.03000000000000025,,0.0,0.0,0.0,0.0,0.0
20050114,6.5,6.6,6.58,6.49,1.6e-08,6.57,1.04767e-05,-1.0654490106999999,6.5304252400548695,6.529703369140626,6.526046000812073,6.524146588542791,6.52734375,6.525688905715942,6.522900685920937,6.521909195258668,6.523488746993017,6.521711227474222,6.521122797889848,6.527902286073233,6.524348109835651,6.522157246614555,6.521050100981928,6.7263379972565165,6.723739354655429,6.720078553130717,6.717821964012993,6.716681604011388,6.334512482853223,6.332065217491037,6.3286176665405804,6.326492529216119,6.325418597952473,6.51,-0.6116207951070477,,,50.0,50.0,50.0,,46.15384615384622,,0.6191950464396291,,,0.001669245994021446,0.003716057130711247,6.523353886313317,6.526881160872692,6.540000000000001,,,,-0.08000000000000007,0.01999999999999957,0.009999999999999787,,0.0,0.0,0.0,0.0,0.0
20050117,6.25,6.47,6.47,6.21,3.17e-08,6.5,2.004e-05,-3.8461538462,6.436950160036581,6.4597775268554685,6.489239867370462,6.4992241714025365,6.388671875,6.4912277925014505,6.505294190055071,6.510087056334378,6.502451151070478,6.511055885220332,6.513987987419063,6.47737459769628,6.498219718422731,6.508881283365066,6.514357505895956,6.630058664837677,6.671695835627168,6.693166309975412,6.7041477218660175,6.7097882310728325,6.2438416552354825,6.283053359765392,6.3032731268700495,6.313614844864112,6.318926780719076,6.59,-3.668310727496911,,,36.66666666666667,45.55555555555557,18.888888888888896,,24.00000000000001,,-4.141104294478521,,,-0.002428881422810093,-0.03278501933465232,6.503105450290109,6.484284059199972,6.488,,,,-0.21999999999999967,0.0,0.040000000000000036,,0.0,0.0,0.0,0.0,0.0
20050118,6.22,6.29,6.25,6.15,2.5899999999999997e-08,6.25,1.61096e-05,-0.48,6.364633440024388,6.399833145141603,6.453341218387734,6.473840155820488,6.3043359374999985,6.4573243184387685,6.486888113277326,6.497474575624187,6.480724139449673,6.499641928937181,6.50625146143435,6.430579216296956,6.4717226023824725,6.494789513444822,6.507089419330622,6.55557244322512,6.623496592785866,6.665874280453945,6.689633198848164,6.7023021019105435,6.1736944368236575,6.237661839808048,6.2775709243109965,6.299945828041476,6.3118767367507065,6.53,-3.0246336139694416,,,29.516908212560345,40.20933977455713,8.132045088566741,,8.888888888888893,,-4.454685099846392,,,-0.009645045743315643,-0.05772931456404441,6.482134676194545,6.443624973169207,6.414,6.4670000000000005,,,-0.03000000000000025,0.040000000000000036,0.0699999999999994,0.02449514122481653,0.0,0.0,0.0,0.0,0.0
