time MACD#0#1&thre close_MA_5#close_MA_10#0&cross close_MA_5#close_MA_20#1&cross close_EMA_12#close_EMA_26#1&cross
20150106 0.0 0.0 0.0 0.0
20150107 0.0 0.0 0.0 0.0
20150108 0.0 0.0 0.0 0.0
20150109 0.0 0.0 0.0 0.0
20150112 0.0 0.0 0.0 0.0
20150113 0.0 0.0 0.0 0.0
20150114 0.0 0.0 0.0 0.0
20150115 0.0 0.0 0.0 0.0
20150116 0.0 0.0 0.0 0.0
20150119 0.0 0.0 0.0 0.0
20150120 0.0 0.0 0.0 0.0
20150121 0.0 0.0 0.0 0.0
20150122 0.0 0.0 0.0 0.0
20150123 0.0 0.0 0.0 0.0
20150126 0.0 0.0 0.0 0.0
20150127 0.0 0.0 0.0 0.0
20150128 0.0 0.0 0.0 0.0
20150129 0.0 0.0 0.0 0.0
20150130 0.0 0.0 0.0 0.0
20150202 0.0 0.0 0.0 0.0
20150203 0.0 0.0 0.0 0.0
20150204 0.0 0.0 0.0 0.0
20150205 0.0 0.0 0.0 0.0
20150206 0.0 0.0 0.0 0.0
20150209 0.0 0.0 0.0 0.0
20150210 0.0 0.0 0.0 0.0
20150211 0.0 0.0 0.0 0.0
20150212 0.0 0.0 0.0 0.0
20150213 0.0 0.0 0.0 0.0
20150216 0.0 0.0 0.0 0.0
20150217 0.0 0.0 0.0 0.0
20150225 0.0 0.0 0.0 0.0
20150226 0.0 0.0 0.0 0.0
20150227 0.0 0.0 0.0 0.0
20150302 0.0 0.0 0.0 0.0
20150303 0.0 0.0 0.0 0.0
20150304 0.0 0.0 0.0 0.0
20150305 0.0 0.0 0.0 0.0
20150306 0.0 0.0 0.0 0.0
20150309 0.0 0.0 0.0 0.0
20150310 0.0 0.0 0.0 0.0
20150311 0.0 0.0 0.0 0.0
20150312 0.0 0.0 0.0 0.0
20150313 0.0 0.0 0.0 0.0
20150316 0.0 0.0 0.0 0.0
20150317 0.0 0.0 0.0 0.0
20150318 0.0 0.0 0.0 0.0
20150319 0.0 0.0 0.0 0.0
20150320 0.0 0.0 0.0 0.0
20150323 0.0 0.0 0.0 0.0
20150324 0.0 0.0 0.0 0.0
20150325 0.0 0.0 0.0 0.0
20150326 0.0 0.0 0.0 0.0
20150327 0.0 0.0 0.0 0.0
20150330 0.0 0.0 0.0 0.0
20150331 0.0 0.0 0.0 0.0
20150401 0.0 0.0 0.0 0.0
20150402 0.0 0.0 0.0 0.0
20150403 0.0 0.0 0.0 0.0
20150407 0.0 0.0 0.0 0.0
20150408 0.0 0.0 0.0 0.0
20150409 0.0 0.0 0.0 0.0
20150410 0.0 0.0 0.0 0.0
20150413 0.0 0.0 0.0 0.0
20150414 0.0 0.0 0.0 0.0
20150415 0.0 0.0 0.0 0.0
20150416 0.0 0.0 0.0 0.0
20150417 0.0 0.0 0.0 0.0
20150420 0.0 0.0 0.0 0.0
20150421 0.0 0.0 0.0 0.0
20150422 0.0 0.0 0.0 0.0
20150423 0.0 0.0 0.0 0.0
20150424 0.0 0.0 0.0 0.0
20150427 0.0 0.0 0.0 0.0
20150428 0.0 0.0 0.0 0.0
20150429 0.0 0.0 0.0 0.0
20150430 0.0 0.0 0.0 0.0
20150504 0.0 0.0 0.0 0.0
20150505 0.0 0.0 0.0 0.0
20150506 0.0 0.0 0.0 0.0
20150507 0.0 0.0 0.0 0.0
20150508 0.0 0.0 0.0 0.0
20150511 0.0 0.0 0.0 0.0
20150512 0.0 0.0 0.0 0.0
20150513 0.0 0.0 0.0 0.0
20150514 0.0 0.0 0.0 0.0
20150515 0.0 0.0 0.0 0.0
20150518 0.0 0.0 0.0 0.0
20150519 0.0 0.0 0.0 0.0
20150520 0.0 0.0 0.0 0.0
20150521 0.0 0.0 0.0 0.0
20150522 0.0 0.0 0.0 0.0
20150525 0.0 0.0 0.0 0.0
20150526 0.0 0.0 0.0 0.0
20150527 0.0 0.0 0.0 0.0
20150528 0.0 0.0 0.0 0.0
20150529 0.0 0.0 0.0 0.0
20150601 0.0 0.0 0.0 0.0
20150602 0.0 0.0 0.0 0.0
20150603 0.0 0.0 0.0 0.0
20150604 0.0 0.0 0.0 0.0
20150605 0.0 0.0 0.0 0.0
20150608 0.0 0.0 0.0 0.0
20150609 0.0 0.0 0.0 0.0
20150610 0.0 0.0 0.0 0.0
20150611 0.0 0.0 0.0 0.0
20150612 0.0 0.0 0.0 0.0
20150615 0.0 0.0 0.0 0.0
20150616 0.0 0.0 0.0 0.0
20150617 0.0 0.0 0.0 0.0
20150618 0.0 0.0 0.0 0.0
20150619 0.0 0.0 0.0 0.0
20150623 0.0 0.0 0.0 0.0
20150624 0.0 0.0 0.0 0.0
20150625 0.0 0.0 0.0 0.0
20150626 0.0 0.0 0.0 0.0
20150629 0.0 0.0 0.0 0.0
20150630 0.0 0.0 0.0 0.0
20150701 0.0 0.0 0.0 0.0
20150702 0.0 0.0 0.0 0.0
20150703 0.0 0.0 0.0 0.0
20150706 0.0 0.0 0.0 0.0
