time operation sell_price hold_day buy_price buy_date
20150312 sell 9.25 5 9.2 20150305
20150429 sell 14.54 3 13.83 20150424
20151013 sell 6.36 16 24.43 20150914
20151104 sell 6.64 5 6.65 20151028
20151204 sell 7.69 5 7.35 20151127
20160119 sell 5.06 11 6.22 20160104
20160125 sell 4.96 15 6.22 20160104
20160302 sell 5.34 2 4.91 20160229
20160307 sell 5.21 5 4.91 20160229
20160503 sell 5.11 8 5.08 20160420
20160524 sell 4.49 11 4.79 20160509
20160617 sell 4.58 4 4.46 20160613
20160920 sell 4.88 4 4.81 20160912
20170103 sell 4.56 15 4.78 20161212
20170123 sell 4.46 5 4.33 20170116
20170428 sell 4.6 4 4.25 20170424
20170516 sell 4.45 6 4.36 20170508
20170720 sell 5.17 3 4.99 20170717
20170817 sell 5.46 4 5.31 20170811
20170825 sell 6.02 10 5.31 20170811
20170928 sell 5.72 3 5.61 20170925
20171121 sell 6.69 3 6.6 20171116
20171201 sell 6.43 6 6.29 20171123
20171211 sell 6.16 4 6.03 20171205
20171219 sell 6.28 10 6.03 20171205
20171229 sell 6.06 1 5.71 20171228
20180131 sell 6.94 2 6.64 20180129
20180222 sell 5.88 7 6.06 20180206
20180327 sell 6.8 2 6.31 20180323
20180508 sell 5.99 13 6.43 20180417
20180827 sell 4.14 6 4.1 20180817
