time operation sell_price hold_day buy_price buy_date
20150109 sell 6.37 3 6.72 20150106
20150305 sell 9.2 25 6.8 20150122
20150324 sell 9.68 6 9.68 20150316
20150423 sell 14.45 14 11.14 20150402
20150515 sell 19.47 11 14.54 20150429
20150914 sell 24.43 4 25.02 20150609
20151021 sell 7.02 3 6.66 20151016
20151026 sell 7.06 6 6.66 20151016
20151113 sell 6.77 4 7.14 20151109
20160229 sell 4.91 9 4.53 20160216
20160310 sell 5.11 2 5.59 20160308
20160607 sell 4.82 7 4.85 20160527
20160819 sell 5.35 8 5.42 20160809
20170508 sell 4.36 5 4.6 20170428
20170714 sell 5.28 9 5.05 20170703
20170804 sell 5.58 4 5.64 20170731
20170911 sell 6.11 11 6.02 20170825
20171011 sell 5.81 2 6.0 20171009
20171114 sell 6.93 5 6.63 20171107
20180115 sell 6.41 2 6.64 20180111
20180126 sell 6.89 3 7.17 20180123
20180323 sell 6.31 12 6.29 20180307
20181108 sell 3.59 7 3.6 20181030
20181120 sell 3.95 5 3.92 20181113
