time operation sell_price hold_day buy_price buy_date
20150819 sell 12.89 3 13.78 20150814
20151026 sell 9.71 9 9.41 20151013
20151230 sell 10.99 8 10.89 20151218
20160226 sell 7.8 3 8.34 20160223
20160314 sell 8.08 4 8.21 20160308
20160330 sell 8.88 16 8.21 20160308
20160614 sell 8.04 8 8.54 20160531
20160706 sell 6.34 4 8.41 20160630
20160825 sell 6.49 8 6.61 20160815
20161021 sell 6.4 8 6.41 20161011
20161202 sell 6.84 38 6.41 20161011
20170228 sell 6.41 10 6.43 20170214
20170414 sell 6.17 3 6.27 20170411
20170615 sell 5.68 10 5.65 20170601
20170810 sell 5.84 25 5.65 20170706
20170908 sell 5.97 9 6.11 20170828
20171204 sell 5.52 6 5.66 20171124
20180112 sell 5.33 5 5.35 20180105
20180316 sell 4.99 3 5.04 20180313
20180516 sell 4.85 7 4.92 20180507
20180802 sell 4.28 14 4.37 20180713
20180905 sell 4.43 10 4.4 20180822
20181008 sell 4.36 11 4.48 20180913
20181109 sell 4.4 11 4.52 20181025
20190117 sell 4.32 7 4.4 20190108
20190412 sell 5.56 5 5.78 20190404
