time operation sell_price hold_day buy_price buy_date
20150202 sell 21.8 13 21.78 20150114
20150312 sell 23.92 11 22.25 20150225
20150421 sell 26.13 38 22.25 20150225
20150619 sell 40.2 30 30.53 20150429
20151103 sell 21.27 14 21.3 20151012
20160105 sell 29.12 11 29.0 20151218
20160127 sell 22.35 27 29.0 20151218
20160226 sell 21.85 9 23.57 20160215
20160418 sell 27.12 21 23.32 20160317
20160614 sell 27.2 17 27.7 20160518
20160707 sell 28.71 34 27.7 20160518
20160905 sell 36.1 20 34.11 20160808
20161117 sell 38.28 27 37.85 20161011
20161215 sell 35.06 4 38.09 20161209
20170228 sell 33.47 18 32.78 20170126
20170406 sell 37.19 17 34.44 20170310
20170509 sell 38.96 8 37.96 20170426
20170612 sell 16.61 4 39.88 20170601
20170712 sell 18.2 3 18.18 20170707
20170825 sell 19.97 10 18.67 20170811
20171102 sell 22.34 18 21.55 20171009
20171121 sell 25.01 31 21.55 20171009
20180110 sell 20.0 3 20.68 20180105
20180316 sell 20.86 21 19.7 20180208
20180423 sell 17.02 5 21.11 20180416
20180522 sell 19.63 24 21.11 20180416
20180619 sell 17.51 5 19.45 20180611
20180730 sell 16.89 34 19.45 20180611
20180905 sell 15.86 7 17.24 20180827
20181101 sell 13.08 6 13.27 20181024
20190318 sell 13.88 33 9.37 20190123
20190411 sell 13.76 50 9.37 20190123
