time operation sell_price hold_day buy_price buy_date
20150205 sell 17.69 14 16.96 20150116
20150312 sell 21.92 13 18.89 20150216
20150505 sell 24.54 5 25.26 20150427
20150616 sell 31.0 18 28.26 20150521
20150820 sell 23.3 10 23.55 20150806
20150918 sell 23.2 1 21.73 20150917
20151222 sell 60.14 12 49.5 20151204
20160225 sell 40.69 7 45.62 20160216
20160418 sell 58.5 20 45.32 20160317
20160513 sell 69.02 38 45.32 20160317
20160624 sell 32.2 7 68.38 20160615
20160726 sell 35.45 3 38.67 20160721
20160826 sell 32.95 5 33.68 20160819
20161107 sell 30.67 14 31.63 20161018
20161214 sell 28.4 3 30.32 20161209
20170221 sell 26.88 6 27.02 20170213
20170510 sell 39.83 5 44.05 20170503
20170524 sell 42.98 8 41.2 20170512
20170809 sell 64.19 38 43.09 20170616
20171030 sell 84.43 6 91.46 20171020
20171110 sell 85.18 15 91.46 20171020
20171220 sell 69.24 4 73.72 20171214
20180111 sell 70.43 19 73.72 20171214
20180308 sell 71.25 11 66.38 20180214
20180404 sell 69.68 3 77.38 20180330
20180522 sell 70.17 9 68.95 20180509
20180720 sell 38.03 7 39.25 20180711
20181011 sell 26.0 8 32.02 20180921
20181029 sell 22.64 20 32.02 20180921
20181114 sell 24.5 6 24.42 20181106
20181213 sell 25.48 8 25.88 20181203
20190129 sell 21.19 4 22.76 20190123
20190325 sell 28.75 27 23.35 20190214
20190415 sell 27.93 41 23.35 20190214
