time operation sell_price hold_day buy_price buy_date
20150227 sell 37.46 6 38.76 20150212
20150325 sell 36.26 6 37.51 20150317
20150417 sell 39.45 11 37.8 20150401
20150513 sell 38.42 3 38.34 20150508
20150616 sell 34.9 5 37.81 20150609
20150717 sell 32.98 5 36.08 20150710
20150811 sell 28.79 22 36.08 20150710
20150911 sell 25.04 2 25.58 20150909
20151029 sell 26.57 12 26.81 20151013
20151117 sell 28.43 7 29.95 20151106
20151211 sell 27.54 4 28.05 20151207
20151231 sell 28.31 13 29.46 20151214
20160301 sell 20.67 5 21.6 20160223
20160614 sell 20.83 7 21.6 20160601
20160722 sell 21.15 14 21.33 20160704
20160825 sell 21.54 8 22.4 20160815
20160914 sell 21.43 22 22.4 20160815
20160929 sell 21.52 4 21.84 20160923
20161019 sell 21.38 3 21.57 20161014
20161205 sell 24.83 27 21.58 20161027
20170125 sell 25.81 15 25.32 20170104
20170411 sell 24.79 2 25.05 20170407
20170519 sell 26.24 15 26.01 20170427
20170725 sell 28.28 11 27.12 20170710
20170906 sell 28.68 11 28.07 20170822
20171010 sell 27.4 30 28.07 20170822
20171124 sell 32.36 28 28.22 20171017
20171228 sell 30.65 4 31.77 20171222
20180125 sell 30.29 6 31.83 20180117
20180209 sell 26.97 4 31.95 20180205
20180315 sell 27.1 2 26.99 20180313
20180518 sell 25.38 7 25.31 20180509
20180801 sell 22.76 11 22.65 20180717
20180831 sell 22.1 5 22.57 20180824
20181011 sell 21.0 6 22.45 20180926
20181031 sell 21.87 20 22.45 20180926
20181123 sell 21.41 4 22.73 20181119
20181211 sell 21.37 16 22.73 20181119
20181220 sell 21.5 23 22.73 20181119
20190312 sell 28.6 33 21.08 20190117
20190415 sell 28.96 6 29.35 20190404
20190426 sell 30.08 15 29.35 20190404
