time operation sell_price hold_day buy_price buy_date
20150202 sell 34.52 4 37.13 20150127
20150306 sell 34.48 23 37.13 20150127
20150331 sell 37.51 11 37.46 20150316
20150618 sell 64.92 26 48.37 20150513
20150731 sell 45.34 8 46.46 20150721
20150821 sell 47.89 9 49.7 20150810
20150918 sell 44.18 4 46.72 20150914
20150930 sell 46.32 12 46.72 20150914
20160113 sell 44.15 15 47.32 20151222
20160615 sell 25.73 6 42.47 20160603
20160728 sell 22.71 9 23.42 20160715
20160826 sell 25.09 9 24.7 20160815
20160922 sell 25.7 5 26.25 20160913
20170224 sell 23.12 12 22.35 20170208
20170410 sell 22.5 8 23.11 20170327
20170612 sell 23.38 11 23.37 20170524
20170719 sell 23.55 18 23.71 20170623
20170818 sell 24.24 12 24.07 20170802
20170905 sell 24.0 3 24.48 20170831
20171030 sell 22.92 6 24.11 20171020
20180115 sell 20.0 5 20.6 20180108
20180319 sell 19.93 11 19.32 20180302
20180619 sell 15.19 3 17.02 20180613
20180807 sell 15.66 8 15.45 20180726
20180817 sell 15.06 6 15.59 20180809
20180905 sell 15.43 3 15.28 20180831
20181010 sell 15.1 6 15.5 20180925
20181114 sell 14.53 7 14.15 20181105
20190130 sell 13.31 9 13.17 20190117
20190329 sell 17.69 34 13.51 20190211
20190415 sell 19.0 8 18.62 20190402
