time operation sell_price hold_day buy_price buy_date
20150605 sell 30.5 13 36.44 20150507
20150731 sell 28.35 6 31.7 20150723
20151022 sell 28.3 18 26.02 20150921
20151119 sell 29.71 9 30.9 20151106
20151127 sell 28.73 1 30.89 20151126
20151228 sell 30.05 8 32.0 20151216
20160226 sell 27.5 12 26.96 20160203
20160330 sell 30.88 35 26.96 20160203
20160429 sell 31.0 9 30.8 20160418
20160623 sell 19.11 2 18.93 20160621
20160825 sell 19.9 7 19.9 20160816
20161213 sell 27.3 16 25.7 20161121
20170105 sell 26.0 4 28.29 20161229
20170317 sell 31.15 33 26.35 20170124
20170509 sell 34.51 9 34.7 20170425
20170703 sell 38.99 17 37.28 20170608
20170731 sell 38.1 4 39.51 20170725
20170912 sell 41.68 19 38.8 20170816
20171103 sell 49.58 52 38.8 20170816
20171211 sell 54.02 5 58.0 20171204
20180319 sell 39.64 16 36.69 20180223
20180410 sell 36.56 30 36.69 20180223
20180529 sell 36.93 12 35.35 20180511
20180615 sell 33.3 4 36.7 20180611
20180731 sell 34.27 14 31.32 20180711
20180903 sell 33.22 9 35.12 20180821
20181109 sell 26.3 52 35.12 20180821
20181123 sell 24.87 62 35.12 20180821
20181211 sell 25.38 74 35.12 20180821
20190312 sell 30.5 26 22.6 20190128
20190411 sell 28.3 4 29.56 20190404
20190426 sell 28.79 7 30.8 20190417
