time operation sell_price hold_day buy_price buy_date
20150226 sell 21.97 6 22.14 20150211
20150420 sell 26.31 22 22.34 20150318
20150601 sell 27.14 14 28.66 20150512
20150615 sell 26.17 4 27.62 20150609
20150929 sell 12.74 7 13.11 20150918
20151030 sell 14.84 25 13.11 20150918
20151118 sell 16.83 10 15.71 20151104
20151231 sell 15.82 9 15.78 20151218
20160229 sell 12.4 11 12.36 20160205
20160613 sell 14.85 11 14.87 20160525
20160720 sell 15.62 17 15.3 20160627
20160823 sell 15.78 7 15.8 20160812
20160922 sell 15.96 8 15.89 20160908
20161123 sell 16.9 22 16.14 20161024
20170126 sell 16.23 10 16.11 20170112
20170504 sell 14.54 6 14.72 20170425
20170522 sell 14.58 7 14.76 20170511
20170608 sell 14.98 8 15.09 20170525
20170627 sell 14.83 21 15.09 20170525
20170727 sell 14.87 10 15.23 20170713
20170810 sell 14.8 3 14.98 20170807
20170907 sell 14.97 8 15.38 20170828
20171212 sell 14.1 3 14.21 20171207
20180116 sell 13.31 5 13.49 20180109
20180319 sell 12.0 4 12.2 20180313
20180417 sell 11.24 2 11.54 20180413
20180516 sell 11.49 7 11.67 20180507
20180717 sell 9.16 2 9.3 20180713
20180719 sell 9.13 1 9.14 20180718
20180801 sell 9.05 6 9.83 20180724
20180904 sell 8.63 30 9.83 20180724
20181009 sell 8.53 9 8.71 20180918
20181112 sell 9.39 13 9.08 20181024
20181214 sell 9.53 8 9.84 20181204
20190318 sell 13.97 67 9.84 20181204
20190412 sell 14.61 6 15.98 20190403
