time operation sell_price hold_day buy_price buy_date
20150304 sell 11.85 2 12.05 20150302
20150727 sell 16.02 3 17.99 20150722
20150928 sell 13.23 11 13.19 20150911
20151028 sell 14.05 11 13.91 20151013
20151117 sell 14.26 6 15.04 20151109
20151130 sell 13.2 5 14.84 20151123
20160226 sell 9.57 3 10.17 20160223
20160328 sell 10.21 15 10.14 20160307
20160613 sell 9.04 4 9.56 20160603
20160721 sell 9.26 12 9.41 20160705
20160826 sell 9.26 38 9.41 20160705
20161031 sell 9.32 11 9.21 20161014
20161207 sell 10.68 18 9.73 20161111
20170117 sell 9.94 6 10.14 20170109
20170417 sell 10.45 14 10.55 20170324
20170518 sell 9.85 36 10.55 20170324
20170609 sell 10.09 7 10.13 20170531
20170727 sell 10.09 20 10.05 20170629
20170814 sell 9.91 4 10.26 20170808
20171110 sell 10.91 19 10.0 20171016
20171212 sell 11.02 13 11.59 20171123
20180111 sell 12.23 13 11.72 20171222
20180130 sell 11.6 4 12.47 20180124
20180316 sell 10.28 4 10.71 20180312
20180516 sell 9.56 6 9.74 20180508
20180820 sell 8.12 19 8.24 20180724
20181011 sell 8.18 11 8.49 20180918
20181113 sell 8.56 7 8.72 20181102
20181221 sell 9.07 14 8.84 20181203
20190115 sell 9.07 4 9.17 20190109
20190311 sell 9.25 16 8.86 20190215
20190415 sell 9.22 6 9.39 20190404
