time operation sell_price hold_day buy_price buy_date
20150227 sell 24.7 5 24.63 20150213
20150331 sell 27.9 10 25.7 20150317
20150601 sell 32.27 5 34.81 20150525
20150618 sell 31.9 18 34.81 20150525
20150720 sell 23.35 39 34.81 20150525
20150729 sell 22.11 3 23.02 20150724
20150820 sell 21.11 19 23.02 20150724
20151102 sell 18.61 15 17.79 20151012
20151225 sell 24.01 7 24.56 20151216
20160229 sell 14.97 4 17.03 20160223
20160314 sell 16.48 4 16.97 20160308
20160330 sell 18.69 8 17.77 20160318
20160614 sell 15.75 6 16.8 20160602
20160721 sell 17.75 33 16.8 20160602
20160824 sell 17.32 7 18.43 20160815
20161123 sell 17.47 65 18.43 20160815
20170111 sell 15.82 2 15.92 20170109
20170206 sell 15.81 3 15.92 20170125
20170221 sell 16.21 7 16.07 20170210
20170524 sell 14.84 4 14.72 20170518
20170608 sell 15.24 13 14.72 20170518
20170627 sell 15.05 6 15.27 20170619
20170731 sell 15.29 12 15.25 20170713
20170908 sell 15.63 8 15.75 20170829
20171116 sell 14.71 3 15.11 20171113
20171201 sell 15.01 6 15.12 20171123
20171212 sell 14.61 4 15.24 20171206
20180201 sell 14.7 10 14.15 20180118
20180305 sell 12.94 27 14.15 20180118
20180316 sell 12.8 4 13.31 20180312
20180417 sell 12.19 24 13.31 20180312
20180515 sell 12.77 10 12.57 20180427
20180802 sell 10.5 11 10.66 20180718
20180830 sell 10.4 7 10.92 20180821
20181112 sell 9.97 13 9.46 20181024
20181127 sell 10.17 24 9.46 20181024
20190117 sell 9.6 59 9.46 20181024
20190318 sell 13.6 23 10.3 20190213
20190412 sell 13.18 5 14.5 20190404
