time operation sell_price hold_day buy_price buy_date
20150327 sell 17.6 6 17.87 20150319
20150730 sell 17.76 5 20.29 20150723
20150824 sell 16.42 10 19.88 20150810
20151102 sell 14.7 24 14.54 20150922
20151217 sell 18.01 14 16.5 20151109
20160310 sell 12.78 15 12.63 20160218
20160328 sell 13.33 6 13.89 20160318
20160422 sell 12.93 2 13.89 20160420
20160615 sell 11.34 5 11.82 20160606
20160825 sell 9.86 8 10.8 20160815
20161011 sell 9.28 34 10.8 20160815
20161122 sell 9.17 6 9.2 20161114
20170227 sell 8.66 12 8.74 20170209
20170321 sell 8.63 5 8.88 20170314
20170615 sell 7.94 11 7.79 20170531
20170807 sell 7.77 9 7.8 20170725
20170907 sell 7.73 5 7.62 20170831
20171115 sell 7.4 4 7.62 20171109
20180126 sell 9.44 21 7.29 20171227
20180319 sell 7.46 5 7.71 20180312
20180409 sell 7.19 18 7.71 20180312
20180516 sell 7.26 10 7.18 20180502
20180627 sell 6.52 5 6.92 20180620
20180803 sell 6.1 6 6.42 20180726
20180907 sell 6.31 8 6.29 20180828
20181009 sell 6.2 6 6.56 20180921
20181112 sell 6.13 30 6.56 20180921
20181221 sell 6.06 3 6.19 20181218
20190314 sell 7.23 40 6.17 20190110
20190415 sell 7.77 8 7.82 20190402
