time operation sell_price hold_day buy_price buy_date
20150116 sell 22.43 7 22.08 20150107
20150312 sell 22.92 11 22.55 20150225
20150611 sell 35.37 20 27.93 20150514
20150728 sell 25.33 52 27.93 20150514
20150817 sell 26.73 9 27.49 20150804
20150921 sell 23.75 32 27.49 20150804
20151027 sell 25.45 11 24.93 20151012
20151117 sell 25.89 7 26.3 20151106
20151127 sell 24.37 15 26.3 20151106
20151215 sell 23.88 26 26.3 20151106
20160229 sell 17.95 6 18.67 20160219
20160315 sell 19.06 7 19.16 20160304
20160614 sell 18.55 7 19.14 20160601
20160803 sell 20.97 21 19.32 20160704
20161018 sell 23.37 5 24.04 20161011
20161114 sell 23.93 24 24.04 20161011
20170215 sell 24.85 27 23.14 20161230
20170523 sell 31.5 11 30.02 20170508
20170830 sell 29.39 14 29.51 20170810
20170914 sell 29.81 3 29.5 20170911
20171115 sell 41.1 37 31.17 20170918
20171229 sell 44.5 14 43.01 20171211
20180123 sell 44.15 30 43.01 20171211
20180329 sell 42.04 72 43.01 20171211
20180413 sell 40.8 4 44.21 20180409
20180604 sell 43.81 19 41.49 20180508
20180720 sell 39.73 2 41.48 20180718
20181011 sell 27.98 6 30.15 20180926
20181126 sell 27.44 12 27.58 20181108
20181211 sell 25.92 5 30.0 20181204
20190222 sell 25.35 19 23.7 20190121
20190417 sell 30.0 10 30.06 20190402
