time operation sell_price hold_day buy_price buy_date
20150128 sell 8.02 2 8.55 20150126
20150325 sell 9.42 9 7.91 20150312
20150528 sell 11.52 3 12.55 20150525
20150615 sell 13.09 5 13.48 20150608
20151027 sell 9.06 10 8.37 20151013
20151225 sell 8.79 2 8.88 20151223
20160324 sell 6.78 4 6.84 20160318
20160518 sell 7.45 9 7.47 20160505
20160719 sell 7.85 8 7.17 20160707
20161021 sell 7.47 3 7.59 20161018
20161109 sell 7.37 4 7.55 20161103
20170117 sell 7.48 4 7.41 20170111
20170608 sell 10.22 8 9.48 20170525
20170823 sell 8.99 5 9.02 20170816
20171108 sell 9.78 9 9.04 20171026
20180207 sell 12.73 8 13.14 20180126
20180510 sell 11.6 5 12.13 20180503
20180613 sell 11.61 1 11.59 20180612
20180620 sell 11.41 5 11.59 20180612
20180903 sell 7.59 4 7.77 20180828
20181008 sell 7.46 5 8.32 20180921
20181009 sell 7.36 6 8.32 20180921
20181109 sell 7.82 5 8.26 20181102
20190122 sell 7.93 3 8.03 20190117
