time operation sell_price hold_day buy_price buy_date
20150123 sell 41.99 3 42.93 20150120
20150309 sell 43.3 7 41.9 20150226
20151110 sell 14.61 11 34.7 20150529
20160304 sell 9.63 4 10.25 20160218
20161123 sell 11.22 11 10.73 20161108
20170110 sell 11.07 3 11.11 20170105
20170215 sell 11.07 7 11.06 20170206
20170524 sell 11.92 4 12.08 20170518
20170711 sell 12.32 9 12.44 20170628
20170811 sell 12.27 3 12.83 20170808
20180116 sell 18.05 4 20.7 20180110
20180130 sell 19.1 2 19.83 20180126
20180308 sell 19.35 6 18.76 20180228
20180509 sell 23.19 7 21.05 20180426
20180720 sell 21.02 4 21.4 20180716
20180723 sell 18.92 5 21.4 20180716
20180803 sell 20.4 3 21.45 20180731
20180806 sell 20.1 4 21.45 20180731
20180831 sell 21.65 6 21.63 20180823
20181008 sell 20.96 3 21.32 20180926
20181009 sell 21.18 4 21.32 20180926
20181126 sell 18.0 9 18.08 20181113
20181128 sell 18.87 11 18.08 20181113
20181129 sell 18.54 12 18.08 20181113
20190123 sell 18.92 3 19.2 20190118
20190221 sell 19.38 7 19.3 20190212
20190312 sell 21.44 20 19.3 20190212
