time operation sell_price hold_day buy_price buy_date
20150325 sell 7.23 9 7.26 20150312
20150326 sell 7.23 10 7.26 20150312
20150615 sell 8.08 7 8.11 20150604
20150721 sell 9.53 10 9.1 20150707
20151028 sell 6.43 10 6.22 20151014
20151029 sell 6.36 11 6.22 20151014
20151030 sell 6.4 12 6.22 20151014
20151102 sell 6.29 13 6.22 20151014
20151228 sell 7.26 2 7.65 20151224
20151229 sell 7.31 3 7.65 20151224
20160311 sell 5.79 4 5.89 20160307
20160607 sell 5.71 2 5.72 20160603
20160608 sell 5.69 3 5.72 20160603
20160711 sell 5.72 10 5.6 20160627
20161027 sell 6.05 4 6.1 20161021
20170110 sell 6.7 1 6.84 20170109
20170111 sell 6.66 2 6.84 20170109
20170605 sell 6.06 3 6.19 20170531
20170901 sell 6.46 1 6.53 20170831
20170904 sell 6.52 2 6.53 20170831
20171128 sell 6.28 3 6.32 20171123
20180130 sell 7.15 18 6.39 20180104
20180516 sell 6.57 8 6.53 20180504
20180801 sell 5.89 5 6.14 20180725
20180903 sell 5.98 3 6.03 20180829
20181008 sell 5.9 4 5.98 20180925
20181009 sell 5.83 5 5.98 20180925
20181029 sell 5.83 2 5.97 20181025
20190122 sell 5.46 2 5.55 20190118
20190411 sell 6.37 3 6.56 20190408
20190412 sell 6.32 4 6.56 20190408
20190423 sell 6.35 5 6.65 20190416
