time operation sell_price hold_day buy_price buy_date
20150129 sell 16.82 7 16.39 20150120
20150130 sell 16.83 8 16.39 20150120
20150316 sell 19.0 15 17.28 20150216
20150915 sell 19.62 1 21.64 20150914
20150916 sell 21.34 2 21.64 20150914
20150928 sell 21.72 3 22.82 20150923
20150930 sell 22.41 5 22.82 20150923
20151208 sell 25.05 2 25.52 20151204
20151209 sell 24.77 3 25.52 20151204
20151228 sell 26.42 6 26.68 20151218
20160223 sell 25.64 6 24.74 20160215
20160714 sell 20.92 2 21.23 20160712
20161019 sell 23.07 8 22.72 20160930
20170302 sell 21.21 5 21.29 20170223
20170419 sell 20.94 3 21.21 20170414
20170523 sell 20.9 2 21.07 20170519
20170706 sell 17.9 1 18.42 20170705
20170818 sell 18.13 6 17.75 20170810
20171020 sell 21.84 10 19.3 20170929
20171218 sell 22.61 3 23.59 20171213
20180305 sell 22.92 1 23.5 20180302
20180511 sell 28.87 10 26.8 20180425
20180719 sell 25.31 5 25.85 20180712
20181008 sell 17.44 1 18.14 20180928
20181120 sell 14.25 1 14.59 20181119
20181207 sell 14.69 7 14.94 20181128
20190308 sell 14.12 15 12.93 20190215
