time operation sell_price hold_day buy_price buy_date
20150225 sell 32.35 7 32.7 20150209
20150415 sell 38.19 14 32.67 20150319
20150611 sell 34.8 3 36.91 20150608
20150626 sell 34.89 3 39.05 20150623
20150629 sell 35.49 4 39.05 20150623
20150817 sell 24.83 2 25.02 20150813
20151027 sell 22.11 11 18.59 20151012
20151221 sell 24.46 1 24.36 20151218
20151224 sell 23.4 2 24.57 20151222
20160225 sell 15.88 1 17.42 20160224
20160309 sell 16.35 1 16.87 20160308
20160328 sell 18.28 6 17.8 20160318
20160329 sell 17.99 7 17.8 20160318
20160607 sell 16.72 3 16.82 20160602
20160719 sell 19.09 11 16.82 20160602
20160822 sell 19.86 7 19.26 20160811
20160823 sell 20.07 8 19.26 20160811
20160824 sell 19.98 9 19.26 20160811
20161013 sell 20.44 4 20.45 20160930
20170227 sell 20.06 9 19.7 20170214
20170331 sell 20.52 3 20.94 20170328
20170717 sell 12.51 4 12.64 20170711
20170904 sell 14.74 8 13.65 20170823
20180129 sell 11.23 4 11.43 20180123
20180510 sell 9.17 3 9.29 20180507
20180730 sell 7.0 1 7.12 20180727
20180926 sell 6.92 7 6.74 20180914
20181106 sell 7.19 7 6.9 20181026
20190111 sell 7.71 3 7.82 20190108
