time operation sell_price hold_day buy_price buy_date
20150325 sell 5.98 8 5.81 20150313
20150326 sell 5.98 9 5.81 20150313
20150615 sell 6.9 7 6.92 20150604
20150616 sell 6.84 8 6.92 20150604
20150714 sell 6.7 4 6.84 20150708
20150715 sell 6.76 5 6.84 20150708
20151028 sell 5.49 10 5.37 20151014
20151228 sell 5.78 5 5.92 20151221
20160311 sell 4.76 3 4.79 20160308
20160615 sell 4.9 13 4.76 20160525
20160720 sell 5.05 4 5.01 20160714
20161031 sell 5.26 5 5.28 20161024
20170123 sell 5.58 6 5.54 20170113
20170208 sell 5.65 13 5.54 20170113
20170411 sell 5.9 6 5.93 20170330
20170503 sell 5.88 3 5.96 20170427
20170519 sell 6.05 7 5.94 20170510
20170630 sell 6.15 5 6.32 20170623
20170724 sell 6.47 6 6.32 20170714
20170929 sell 6.97 4 7.09 20170925
20171128 sell 7.1 4 7.37 20171122
20180108 sell 7.59 13 7.25 20171219
20180518 sell 7.73 5 7.74 20180511
20180521 sell 7.65 6 7.74 20180511
20180801 sell 6.88 5 6.92 20180725
20180802 sell 6.74 6 6.92 20180725
20180903 sell 6.88 5 6.91 20180827
20181008 sell 6.93 5 7.21 20180921
20181009 sell 6.9 6 7.21 20180921
20181029 sell 7.08 7 6.73 20181018
20181101 sell 7.09 10 6.73 20181018
20190214 sell 7.03 13 6.67 20190121
20190325 sell 6.84 2 7.07 20190321
20190411 sell 7.23 4 7.44 20190404
20190412 sell 7.22 5 7.44 20190404
20190415 sell 7.37 6 7.44 20190404
