time operation sell_price hold_day buy_price buy_date
20150115 sell 41.61 5 41.72 20150108
20150319 sell 50.03 7 47.76 20150310
20150415 sell 35.55 25 47.76 20150310
20150529 sell 35.86 3 38.27 20150526
20150717 sell 34.67 2 31.68 20150715
20150724 sell 33.41 2 33.99 20150722
20150811 sell 34.09 5 34.61 20150804
20150817 sell 34.64 9 34.61 20150804
20150921 sell 31.96 3 33.71 20150916
20150923 sell 31.74 5 33.71 20150916
20151211 sell 34.92 7 35.17 20151202
20160322 sell 30.11 6 28.69 20160314
20160518 sell 29.87 1 30.26 20160517
20160519 sell 29.74 2 30.26 20160517
20160608 sell 29.83 5 30.18 20160601
20160711 sell 30.82 9 30.81 20160628
20160719 sell 31.52 15 30.81 20160628
20160819 sell 31.94 5 32.4 20160812
20161028 sell 31.06 5 31.15 20161021
20161205 sell 31.05 4 31.79 20161129
20170120 sell 31.19 5 31.65 20170113
20170221 sell 30.78 4 30.8 20170215
20170306 sell 30.95 3 30.85 20170301
20170526 sell 38.83 9 37.93 20170515
20170825 sell 40.98 9 40.96 20170814
20170828 sell 40.79 10 40.96 20170814
20170829 sell 40.8 11 40.96 20170814
20171226 sell 52.81 7 52.22 20171215
20180301 sell 55.29 1 55.3 20180228
20180322 sell 59.95 16 55.3 20180228
20180418 sell 59.98 7 58.46 20180409
20180419 sell 60.5 8 58.46 20180409
20180716 sell 75.98 1 76.56 20180713
20180717 sell 73.87 2 76.56 20180713
20180903 sell 66.35 1 68.5 20180831
20181008 sell 74.0 10 69.31 20180914
20181025 sell 69.03 1 71.47 20181024
20181210 sell 65.66 4 67.66 20181204
20181211 sell 66.8 5 67.66 20181204
20190128 sell 72.59 9 71.28 20190115
20190325 sell 75.05 4 78.14 20190319
20190326 sell 77.5 5 78.14 20190319
