time operation sell_price hold_day buy_price buy_date
20151023 sell 3.69 7 15.42 20150226
20160309 sell 2.83 4 2.94 20160303
20160420 sell 2.79 4 2.98 20160414
20160623 sell 2.53 2 2.53 20160621
20160718 sell 2.71 10 2.68 20160704
20160822 sell 2.62 1 2.66 20160819
20160823 sell 2.64 2 2.66 20160819
20160912 sell 2.58 2 2.64 20160908
20161026 sell 2.75 9 2.63 20161013
20161028 sell 2.71 11 2.63 20161013
20170112 sell 3.2 3 3.29 20170109
20170209 sell 3.34 6 3.27 20170125
20170612 sell 2.69 1 2.73 20170609
20170908 sell 3.15 4 3.24 20170904
20180105 sell 2.9 9 2.78 20171222
20180130 sell 2.88 4 2.85 20180124
20180201 sell 2.81 6 2.85 20180124
20180517 sell 2.58 1 2.58 20180516
20180518 sell 2.59 2 2.58 20180516
20180731 sell 2.2 3 2.21 20180726
20180814 sell 2.14 1 2.13 20180813
20180903 sell 2.11 1 2.13 20180831
20181108 sell 2.07 2 2.08 20181106
20181122 sell 2.13 7 2.14 20181113
20190124 sell 2.02 6 2.02 20190116
20190314 sell 2.59 22 2.05 20190212
20190315 sell 2.62 23 2.05 20190212
20190423 sell 2.6 2 2.67 20190419
