time operation sell_price hold_day buy_price buy_date
20150204 sell 7.85 5 8.44 20150128
20150205 sell 7.62 6 8.44 20150128
20150313 sell 10.4 15 7.84 20150213
20150428 sell 11.66 3 12.32 20150423
20150429 sell 12.13 4 12.32 20150423
20150603 sell 13.87 7 12.52 20150525
20150818 sell 8.58 3 9.14 20150813
20151026 sell 8.76 8 7.97 20151014
20160225 sell 6.72 2 7.48 20160223
20160613 sell 7.6 7 7.92 20160531
20160614 sell 7.78 8 7.92 20160531
20170407 sell 11.66 3 11.34 20170331
20170621 sell 10.35 6 10.48 20170613
20170727 sell 10.84 2 11.14 20170725
20170804 sell 10.89 5 11.48 20170728
20170921 sell 10.83 5 11.29 20170914
20170922 sell 10.59 6 11.29 20170914
20180109 sell 9.41 3 9.7 20180104
20180315 sell 8.26 5 8.29 20180308
20180426 sell 7.77 1 8.05 20180425
20180727 sell 6.13 2 6.24 20180725
20180927 sell 5.37 2 5.42 20180925
20181008 sell 5.23 4 5.42 20180925
20181123 sell 4.71 7 4.91 20181114
20181126 sell 4.73 8 4.91 20181114
20181127 sell 4.76 9 4.91 20181114
20181217 sell 4.76 9 4.91 20181204
20181218 sell 4.73 10 4.91 20181204
20181219 sell 4.72 11 4.91 20181204
20181220 sell 4.73 12 4.91 20181204
20190117 sell 4.61 5 4.85 20190110
20190304 sell 5.8 12 4.99 20190214
20190409 sell 6.19 4 6.3 20190402
20190426 sell 6.32 5 6.99 20190419
