time operation sell_price buy_price buy_date
20150309 sell 9.11 9.15 20150306
20150310 sell 9.16 9.11 20150309
20150311 sell 9.2 9.11 20150309
20150317 sell 9.66 9.2 20150311
20150428 sell 13.22 13.7 20150427
20150430 sell 15.99 13.22 20150428
20150923 sell 12.7 13.14 20150922
20150924 sell 12.63 12.7 20150923
20150925 sell 5.69 12.7 20150923
20150928 sell 5.47 12.7 20150923
20150929 sell 5.53 5.47 20150928
20150930 sell 5.35 5.53 20150929
20151008 sell 5.52 5.35 20150930
20151009 sell 5.55 5.52 20151008
20151012 sell 6.11 5.55 20151009
20151013 sell 6.36 5.55 20151009
20151029 sell 6.86 6.65 20151028
20151030 sell 6.67 6.65 20151028
20151102 sell 6.56 6.67 20151030
20151103 sell 6.33 6.56 20151102
20151117 sell 6.8 6.82 20151116
20151118 sell 6.69 6.8 20151117
20151203 sell 7.4 7.34 20151202
20151215 sell 7.16 7.27 20151214
20151216 sell 7.12 7.16 20151215
20151225 sell 7.28 7.31 20151224
20151228 sell 7.06 7.28 20151225
20151229 sell 7.1 7.06 20151228
20160106 sell 6.07 5.95 20160105
20160111 sell 4.93 5.48 20160108
20160112 sell 4.84 5.48 20160108
20160113 sell 4.77 4.84 20160112
20160114 sell 4.89 4.77 20160113
20160115 sell 4.53 4.89 20160114
20160118 sell 4.6 4.53 20160115
20160119 sell 5.06 4.6 20160118
20160120 sell 5.14 4.6 20160118
20160125 sell 4.96 4.9 20160122
20160128 sell 4.01 4.37 20160127
20160129 sell 4.15 4.01 20160128
20160201 sell 4.0 4.15 20160129
20160202 sell 4.14 4.0 20160201
20160203 sell 4.23 4.14 20160202
20160217 sell 4.62 4.12 20160215
20160315 sell 5.21 5.08 20160311
20160427 sell 4.97 5.06 20160426
20160428 sell 4.88 4.97 20160427
20160429 sell 4.88 4.88 20160428
20160504 sell 5.17 4.88 20160429
20160519 sell 4.38 4.33 20160518
20160520 sell 4.42 4.38 20160519
20160523 sell 4.44 4.42 20160520
20160524 sell 4.49 4.44 20160523
20160530 sell 4.78 4.41 20160526
20160614 sell 4.48 4.46 20160613
20160616 sell 4.52 4.57 20160615
20160617 sell 4.58 4.52 20160616
20160802 sell 4.9 4.88 20160728
20160825 sell 5.15 5.28 20160824
20160826 sell 5.14 5.15 20160825
20160830 sell 5.22 5.18 20160829
20160902 sell 5.06 5.08 20160901
20160905 sell 5.08 5.06 20160902
20160906 sell 5.12 5.08 20160905
20160926 sell 4.74 4.81 20160923
20160927 sell 4.78 4.74 20160926
20161101 sell 4.89 4.87 20161031
20161102 sell 4.83 4.89 20161101
20161104 sell 4.84 4.82 20161103
20161108 sell 4.89 4.84 20161104
20170103 sell 4.56 4.51 20161230
20170117 sell 4.38 4.33 20170116
20170118 sell 4.35 4.38 20170117
20170301 sell 4.52 4.52 20170228
20170302 sell 4.49 4.52 20170301
20170303 sell 4.48 4.49 20170302
20170406 sell 4.47 4.4 20170331
20170426 sell 4.34 4.3 20170425
20170427 sell 4.38 4.34 20170426
20170502 sell 4.64 4.38 20170427
20170512 sell 4.36 4.35 20170511
20170515 sell 4.39 4.36 20170512
20170726 sell 5.35 5.13 20170724
20170920 sell 5.98 5.91 20170913
20170921 sell 6.01 5.98 20170920
20170926 sell 5.55 5.61 20170925
20171023 sell 5.63 5.62 20171020
20171128 sell 6.36 6.29 20171127
20171129 sell 6.36 6.36 20171128
20171226 sell 6.04 6.08 20171225
20171227 sell 5.92 6.04 20171226
20171228 sell 5.71 5.92 20171227
20180205 sell 6.73 6.78 20180202
20180206 sell 6.06 6.73 20180205
20180207 sell 5.79 6.06 20180206
20180417 sell 6.43 6.61 20180416
20180419 sell 6.24 6.4 20180418
20180423 sell 6.1 6.23 20180420
20180424 sell 6.27 6.1 20180423
20180427 sell 6.16 6.09 20180426
20180608 sell 5.31 5.41 20180607
20180611 sell 5.18 5.31 20180608
20180615 sell 4.84 5.14 20180614
20180619 sell 4.45 4.84 20180615
20180620 sell 4.37 4.45 20180619
20180717 sell 5.0 4.97 20180716
20180723 sell 4.85 4.83 20180720
20180802 sell 4.54 4.76 20180801
20180808 sell 4.35 4.39 20180807
20180809 sell 4.43 4.35 20180808
20180810 sell 4.44 4.43 20180809
20180820 sell 4.1 4.1 20180817
20180821 sell 4.13 4.1 20180820
20180822 sell 4.06 4.13 20180821
20180823 sell 4.07 4.06 20180822
20180824 sell 4.06 4.07 20180823
20180827 sell 4.14 4.06 20180824
20180831 sell 4.13 4.07 20180830
20180907 sell 4.02 4.05 20180906
20180910 sell 3.92 4.02 20180907
20180911 sell 3.89 3.92 20180910
20180912 sell 3.92 3.89 20180911
20180913 sell 3.91 3.92 20180912
20180917 sell 4.01 3.91 20180913
20181011 sell 3.8 4.13 20181010
20181012 sell 3.68 3.8 20181011
20181015 sell 3.57 3.68 20181012
20181016 sell 3.45 3.57 20181015
20181017 sell 3.37 3.45 20181016
20181018 sell 3.2 3.37 20181017
20181019 sell 3.2 3.2 20181018
20181022 sell 3.47 3.2 20181019
20181127 sell 3.66 3.67 20181126
20181128 sell 3.77 3.66 20181127
20181204 sell 3.81 3.64 20181130
20181210 sell 3.59 3.67 20181207
20181211 sell 3.63 3.59 20181210
20181212 sell 3.6 3.63 20181211
20181213 sell 3.65 3.6 20181212
20181218 sell 3.48 3.57 20181217
20181219 sell 3.47 3.48 20181218
20181220 sell 3.4 3.47 20181219
20181221 sell 3.33 3.4 20181220
20181224 sell 3.31 3.33 20181221
20181225 sell 3.27 3.31 20181224
20181226 sell 3.26 3.27 20181225
20181227 sell 3.21 3.26 20181226
20181228 sell 3.24 3.21 20181227
20190102 sell 3.26 3.24 20181228
20190103 sell 3.22 3.26 20190102
20190107 sell 3.38 3.22 20190103
20190124 sell 3.44 3.44 20190123
20190125 sell 3.41 3.44 20190124
20190128 sell 3.37 3.41 20190125
20190129 sell 3.28 3.37 20190128
20190130 sell 3.29 3.28 20190129
20190131 sell 3.27 3.29 20190130
20190201 sell 3.35 3.27 20190131
20190328 sell 5.42 5.39 20190327
20190401 sell 5.71 5.42 20190328
20190412 sell 5.36 5.31 20190411
20190415 sell 5.26 5.36 20190412
20190416 sell 5.34 5.26 20190415
20190423 sell 5.2 5.31 20190422
20190424 sell 5.28 5.2 20190423
20190425 sell 5.0 5.28 20190424
20190426 sell 4.91 5.0 20190425
20190506 sell 4.32 4.8 20190430
20190507 sell 4.34 4.8 20190430
